jugador,seleccion_nacionalidad,mundial,camiseta,posicion,jugo,jugo_titular,capitan,no_jugo,goles,prom_goles,tarjeta_amarilla,tarjeta_roja,pg,pe,pp,pos_final
Salvador Reyes,México,1958,8,Delantero,3,3,0,0,0,0.00,0,0,0,1,2,16
Salvador Reyes,México,1962,8,Delantero,3,3,0,0,0,0.00,0,0,1,0,2,11
Salvador Reyes,México,1966,19,Delantero,3,3,0,0,0,0.00,0,0,0,2,1,12
Salvador Sadurni,España,1962,2,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,12
Salvador Villalba,Paraguay,1958,5,Mediocampista,3,3,0,0,0,0.00,0,0,1,1,1,12
Salvatore Bagni,Italia,1986,10,Mediocampista,4,4,0,0,0,0.00,1,0,1,2,1,12
Salvatore Bocchetti,Italia,2010,13,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,26
Salvatore Schillaci,Italia,1990,19,Delantero,7,5,0,0,6,0.86,0,0,6,1,0,3
Salvatore Sirigu,Italia,2014,12,Arquero,1,1,0,2,0,0.00,0,0,1,0,0,22
Sam Adekugbe,Canadá,2022,3,Defensor,3,1,0,0,0,0.00,1,0,0,0,3,31
Sam Malcolmson,Nueva Zelanda,1982,11,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,23
Sam Mcilroy,Irlanda del Norte,1982,10,Mediocampista,5,5,0,0,0,0.00,1,0,1,3,1,9
Sam Mcilroy,Irlanda del Norte,1986,8,Mediocampista,3,3,3,0,0,0.00,1,0,0,1,2,21
Sam Morsy,Egipto,2018,5,Mediocampista,1,0,0,2,0,0.00,1,0,0,0,1,31
Sam Soo Kim,Corea del Sur,1986,18,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,20
Saman Ghoddos,Irán,2018,14,Delantero,3,0,0,0,0,0.00,0,0,1,1,1,18
Saman Ghoddos,Irán,2022,14,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,26
Sami Al Hashash,Kuwait,1982,15,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,21
Sami Al Jaber,Arabia Saudita,1994,12,Delantero,2,2,0,2,1,0.50,0,0,1,0,1,12
Sami Al Jaber,Arabia Saudita,1998,9,Delantero,3,3,0,0,1,0.33,1,0,0,1,2,28
Sami Al Jaber,Arabia Saudita,2002,9,Delantero,1,1,1,2,0,0.00,0,0,0,0,1,32
Sami Al Jaber,Arabia Saudita,2006,9,Delantero,3,1,1,0,1,0.33,1,0,0,1,2,28
Sami Al-Najei,Arabia Saudita,2022,16,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,25
Sami Khedira,Alemania,2010,6,Mediocampista,7,7,0,0,1,0.14,1,0,5,0,2,3
Sami Khedira,Alemania,2014,6,Mediocampista,5,4,0,2,1,0.20,1,0,4,1,0,1
Sami Khedira,Alemania,2018,6,Mediocampista,2,2,0,1,0,0.00,0,0,0,0,2,22
Sami Trabelsi,Túnez,1998,3,Defensor,3,3,3,0,0,0.00,0,0,0,1,2,26
Samir Handanovic,Eslovenia,2010,1,Arquero,3,3,0,0,0,0.00,0,0,1,1,1,18
Sammir,Croacia,2014,19,Mediocampista,1,1,0,2,0,0.00,0,0,1,0,0,19
Sammy Adjei,Ghana,2006,1,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,13
Sammy Baird,Escocia,1958,13,Mediocampista,1,1,0,2,1,1.00,0,0,0,0,1,14
Sammy Bossut,Bélgica,2014,13,Arquero,0,0,0,5,0,0.00,0,0,0,0,0,6
Sammy Chapman,Irlanda del Norte,1958,20,Mediocampista,0,0,0,5,0,0.00,0,0,0,0,0,7
Sammy Mccrory,Irlanda del Norte,1958,15,Delantero,0,0,0,5,0,0.00,0,0,0,0,0,7
Sammy Ndjock,Camerún,2014,23,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,32
Sammy Nelson,Irlanda del Norte,1982,13,Defensor,2,1,0,3,0,0.00,0,0,1,1,0,9
Samson Siasia,Nigeria,1994,12,Delantero,3,3,0,1,1,0.33,0,0,2,0,1,9
Samuel Aguilar,Paraguay,1958,12,Arquero,2,2,0,1,0,0.00,0,0,1,1,0,12
Samuel Cuburu,México,1950,-,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,12
Samuel Ekeme,Camerún,1994,4,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,22
Samuel Eto'o,Camerún,1998,11,Delantero,1,0,0,2,0,0.00,0,0,0,0,1,25
Samuel Eto'o,Camerún,2002,9,Delantero,3,3,0,0,1,0.33,0,0,1,1,1,20
Samuel Eto'o,Camerún,2010,9,Delantero,3,3,3,0,2,0.67,0,0,0,0,3,31
Samuel Eto'o,Camerún,2014,9,Delantero,1,1,1,2,0,0.00,0,0,0,0,1,32
Samúel Fridjónsson,Islandia,2018,3,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,28
Samuel Inkoom,Ghana,2010,7,Defensor,2,2,0,3,0,0.00,0,0,1,1,0,7
Samuel Inkoom,Ghana,2014,2,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,25
Samuel Ipoua,Camerún,1998,18,Delantero,2,2,0,1,0,0.00,1,0,0,1,1,25
Samuel Kuffour,Ghana,2006,4,Defensor,1,1,0,3,0,0.00,0,0,0,0,1,13
Samuel Oum Gouet,Camerún,2022,14,Mediocampista,2,1,0,1,0,0.00,0,0,0,1,1,19
Samuel Piette,Canadá,2022,6,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,31
Samuel Umtiti,Francia,2018,5,Defensor,6,6,0,1,1,0.17,0,0,6,0,0,1
Samuel Zauber,Rumania,1930,-,Arquero,0,0,0,2,0,0.00,0,0,0,0,0,8
Sander Boschker,Paises Bajos,2010,22,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,2
Sandor Biro,Hungría,1934,-,Defensor,0,0,0,2,0,0.00,0,0,0,0,0,6
Sandor Biro,Hungría,1938,-,Defensor,4,4,0,0,0,0.00,0,0,3,0,1,2
Sandor Geller,Hungría,1954,21,Arquero,0,0,0,5,0,0.00,0,0,0,0,0,2
Sandor Gujdar,Hungría,1978,1,Arquero,2,2,0,1,0,0.00,0,0,0,0,2,15
Sandor Kocsis,Hungría,1954,8,Delantero,5,5,0,0,11,2.20,0,0,4,0,1,2
Sandor Matrai,Hungría,1958,2,Defensor,4,4,0,0,0,0.00,0,0,1,1,2,10
Sandor Matrai,Hungría,1962,2,Defensor,4,4,0,0,0,0.00,0,0,2,1,1,5
Sandor Matrai,Hungría,1966,3,Defensor,4,4,0,0,0,0.00,0,0,2,0,2,6
Sandor Muller,Hungría,1982,5,Mediocampista,2,2,0,1,0,0.00,0,0,1,1,0,14
Sandor Pinter,Hungría,1978,10,Mediocampista,3,3,0,0,0,0.00,0,0,0,0,3,15
Sandor Sallai,Hungría,1982,14,Defensor,3,2,0,0,0,0.00,0,0,1,1,1,14
Sandor Sallai,Hungría,1986,2,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,18
Sandor Zombori,Hungría,1978,5,Mediocampista,3,3,0,0,1,0.33,1,0,0,0,3,15
Sandro Cois,Italia,1998,13,Mediocampista,0,0,0,5,0,0.00,0,0,0,0,0,5
Sandro Mazzola,Italia,1966,14,Mediocampista,3,3,0,0,1,0.33,0,0,1,0,2,9
Sandro Mazzola,Italia,1970,15,Mediocampista,6,6,0,0,0,0.00,0,0,3,2,1,2
Sandro Mazzola,Italia,1974,7,Mediocampista,3,3,0,0,0,0.00,0,0,1,1,1,10
Sandro Salvadore,Italia,1962,4,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,9
Sandro Salvadore,Italia,1966,22,Defensor,2,2,2,1,0,0.00,0,0,1,0,1,9
Sandy Jardine,Escocia,1974,2,Defensor,3,3,0,0,0,0.00,0,0,1,2,0,9
Sandy Jardine,Escocia,1978,2,Defensor,1,1,0,2,0,0.00,0,0,0,1,0,11
Sang Bum Gu,Corea del Sur,1990,17,Defensor,2,2,0,1,0,0.00,0,0,0,0,2,22
Sang Bum Gu,Corea del Sur,1994,17,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,20
Sang Chul Yoo,Corea del Sur,1998,6,Defensor,3,3,3,0,1,0.33,0,0,0,1,2,30
Sang Chul Yoo,Corea del Sur,2002,6,Mediocampista,7,7,0,0,1,0.14,1,0,3,2,2,4
Sang-ho Na,Corea del Sur,2022,17,Mediocampista,2,1,0,2,0,0.00,0,0,0,1,1,16
Sang Hun Lee,Corea del Sur,1998,12,Defensor,1,1,0,2,0,0.00,0,0,0,1,0,30
Sang Kwon Woo,Corea del Sur,1954,9,Delantero,2,2,0,0,0,0.00,0,0,0,0,2,16
Sang Sik Kim,Corea del Sur,2006,18,Defensor,2,0,0,1,0,0.00,0,0,1,1,0,17
Sang Yi Lee,Corea del Sur,1954,5,Mediocampista,0,0,0,2,0,0.00,0,0,0,0,0,16
Sang Yoon Lee,Corea del Sur,1990,10,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,22
Sang Yoon Lee,Corea del Sur,1998,15,Mediocampista,2,2,0,1,0,0.00,0,0,0,0,2,30
Sani Kaita,Nigeria,2010,14,Mediocampista,2,2,0,1,0,0.00,0,1,0,0,2,27
Sanny Aslund,Suecia,1978,21,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,13
Santiago Arias,Colombia,2014,4,Defensor,3,1,0,2,0,0.00,0,0,3,0,0,5
Santiago Arias,Colombia,2018,4,Defensor,4,4,0,0,0,0.00,1,0,2,1,1,9
Santiago Benitez,Paraguay,1930,-,Mediocampista,1,1,0,1,0,0.00,0,0,1,0,0,9
Santiago Canizares,España,1994,13,Arquero,1,1,0,4,0,0.00,0,0,0,1,0,8
Santiago Canizares,España,1998,13,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,17
Santiago Canizares,España,2006,19,Arquero,1,1,0,3,0,0.00,0,0,1,0,0,9
Santiago Cazorla,España,2014,20,Mediocampista,2,1,0,1,0,0.00,0,0,1,0,1,23
Santiago Mendez Cortes,El Salvador,1970,4,Defensor,2,1,0,1,0,0.00,0,0,0,0,2,16
Santiago Ostolaza,Uruguay,1990,8,Mediocampista,3,3,0,1,0,0.00,1,0,1,0,2,16
Santiago Santamaria,Argentina,1982,17,Delantero,2,0,0,3,0,0.00,0,0,1,0,1,11
Santiago Urquiaga,España,1982,12,Defensor,2,2,0,3,0,0.00,0,0,0,1,1,12
Santillana,España,1978,10,Delantero,2,2,0,1,0,0.00,0,0,1,1,0,10
Santillana,España,1982,19,Delantero,2,2,0,3,0,0.00,0,0,0,1,1,12
Santos,Túnez,2006,11,Delantero,1,0,0,2,0,0.00,0,0,0,0,1,24
Santos Urdinaran,Uruguay,1930,-,Delantero,1,1,0,3,0,0.00,0,0,1,0,0,1
Sao Nam Li,Corea del Sur,1954,7,Delantero,1,1,0,1,0,0.00,0,0,0,0,1,16
Saphir Taïder,Argelia,2014,19,Mediocampista,2,2,0,2,0,0.00,0,0,0,0,2,14
Sardar Azmoun,Irán,2018,20,Delantero,3,3,0,0,0,0.00,1,0,1,1,1,18
Sardar Azmoun,Irán,2022,20,Delantero,3,2,0,0,0,0.00,0,0,1,0,2,26
Sargun Burhan,Turquía,1954,10,Delantero,2,2,0,1,3,1.50,0,0,1,0,1,11
Sasa Gajser,Eslovenia,2002,14,Mediocampista,1,0,0,2,0,0.00,0,0,0,0,1,30
Sasa Ilic,Serbia y Montenegro,2006,22,Mediocampista,1,1,0,2,1,1.00,0,0,0,0,1,32
Sasa Lukic,Serbia,2022,16,Mediocampista,3,3,0,0,0,0.00,2,0,0,1,2,29
Satar Hamedani,Irán,1998,18,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,20
Saturnino Martinez,México,1954,4,Defensor,1,1,0,1,0,0.00,0,0,0,0,1,13
Saturnino Osorio,El Salvador,1970,5,Defensor,3,3,0,0,0,0.00,0,0,0,0,3,16
Saud Abdulhamid,Arabia Saudita,2022,12,Defensor,3,3,0,0,0,0.00,1,0,1,0,2,25
Saud Kariri,Arabia Saudita,2006,14,Mediocampista,3,3,0,0,0,0.00,1,0,0,1,2,28
Saúl Ñíguez,España,2018,7,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,10
Savo Milosevic,RF de Yugoslavia,1998,17,Delantero,2,2,0,2,0,0.00,0,0,2,0,0,10
Savo Milosevic,RF de Yugoslavia,2006,9,Delantero,3,2,2,0,0,0.00,0,0,0,0,3,32
Savvas Kofidis,Grecia,1994,19,Mediocampista,3,3,0,0,0,0.00,0,0,0,0,3,24
Sayouba Mandé,Costa de Marfil,2014,23,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,21
Schubert Gambetta,Uruguay,1950,-,Defensor,2,2,0,2,0,0.00,0,0,2,0,0,1
Scot Gemmill,Escocia,1998,15,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,27
Scott Booth,Escocia,1998,20,Delantero,1,0,0,2,0,0.00,0,0,0,0,1,27
Scott Carson,Inglaterra,2006,22,Arquero,0,0,0,5,0,0.00,0,0,0,0,0,7
Scott Chipperfield,Australia,2006,14,Defensor,4,4,0,0,0,0.00,0,0,1,1,2,16
Scott Chipperfield,Australia,2010,11,Defensor,3,1,0,0,0,0.00,0,0,1,1,1,21
Se Bok An,Corea del Norte,1966,21,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,8
Se-jong Ju,Corea del Sur,2018,8,Mediocampista,2,1,0,1,0,0.00,0,0,1,0,1,19
Sead Kolasinac,Bosnia-Herzegovina,2014,5,Defensor,2,2,0,1,0,0.00,0,0,1,0,1,20
Sean Johnson,Estados Unidos,2022,25,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,14
Sebastian Abreu,Uruguay,2002,13,Delantero,3,3,0,0,0,0.00,1,0,0,2,1,26
Sebastian Abreu,Uruguay,2010,13,Delantero,4,0,0,3,0,0.00,0,0,0,2,2,4
Sebastián Coates,Uruguay,2014,19,Defensor,1,0,0,3,0,0.00,0,0,1,0,0,12
Sebastián Coates,Uruguay,2018,19,Defensor,1,1,0,4,0,0.00,0,0,1,0,0,5
Sebastián Coates,Uruguay,2022,19,Defensor,2,2,0,1,0,0.00,1,0,1,0,1,20
Sebastian Eguren,Uruguay,2010,8,Mediocampista,1,0,0,6,0,0.00,0,0,0,1,0,4
Sebastian Fernandez,Uruguay,2010,21,Delantero,2,0,0,5,0,0.00,0,0,1,0,1,4
Sebastian Kehl,Alemania,2002,15,Defensor,2,1,0,5,0,0.00,1,0,2,0,0,2
Sebastian Kehl,Alemania,2006,5,Mediocampista,4,2,0,3,0,0.00,0,0,3,0,1,3
Sebastian Larsson,Suecia,2018,7,Mediocampista,4,4,0,1,0,0.00,3,0,2,0,2,7
Sebastian Mila,Polonia,2006,13,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,21
Sebastian Rudy,Alemania,2018,19,Mediocampista,1,1,0,2,0,0.00,0,0,1,0,0,22
Sebastián Sosa,Uruguay,2022,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,20
Sebastian Szymański,Polonia,2022,19,Mediocampista,2,2,0,2,0,0.00,0,0,0,1,1,15
Sebastiano Nela,Italia,1986,5,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,12
Sebastien Bassong,Camerún,2010,5,Defensor,2,2,0,1,0,0.00,1,0,0,0,2,31
Sebastien Fournier,Suiza,1994,17,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,15
Sebastien Squillaci,Francia,2010,17,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,29
Sebastijan Cimirotic,Eslovenia,2002,21,Delantero,3,2,0,0,1,0.33,1,0,0,0,3,30
See Han Tan,Indias Orientales Holand.,1938,-,Delantero,0,0,0,1,0,0.00,0,0,0,0,0,15
Segundo Castillo,Ecuador,2006,14,Mediocampista,3,3,0,1,0,0.00,1,0,2,0,1,12
Segundo Durandal,Bolivia,1930,-,Defensor,2,2,0,0,0,0.00,0,0,0,0,2,12
Seifeddine Jaziri,Túnez,2022,19,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,21
Seigo Narazaki,Japón,1998,21,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,31
Seigo Narazaki,Japón,2002,12,Arquero,4,4,0,0,0,0.00,0,0,2,1,1,9
Seigo Narazaki,Japón,2006,1,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,29
Seigo Narazaki,Japón,2010,1,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,9
Seiichiro Maki,Japón,2006,11,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,29
Sejad Salihovic,Bosnia-Herzegovina,2014,23,Mediocampista,2,0,0,1,0,0.00,0,0,1,0,1,20
Selim Amallah,Marruecos,2022,15,Mediocampista,7,4,0,0,0,0.00,1,0,3,2,2,4
Senad Lulic,Bosnia-Herzegovina,2014,16,Mediocampista,2,2,0,1,0,0.00,0,0,0,0,2,20
Senad Tiganj,Eslovenia,2002,16,Delantero,1,0,0,2,0,0.00,0,0,0,0,1,30
Senijad Ibricic,Bosnia-Herzegovina,2014,17,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,20
Seny Dieng,Senegal,2022,1,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,10
Seok-Ho Hwang,Corea del Sur,2014,6,Defensor,1,0,0,2,0,0.00,0,0,0,1,0,27
Seok Ju Ha,Corea del Sur,1994,16,Mediocampista,2,0,0,1,0,0.00,0,0,0,2,0,20
Seok Ju Ha,Corea del Sur,1998,17,Mediocampista,2,2,0,1,1,0.50,0,1,0,1,1,30
Seon-min Moon,Corea del Sur,2018,18,Mediocampista,2,2,0,1,0,0.00,1,0,1,0,1,19
Sepp Huegi,Suiza,1954,18,Delantero,3,3,0,1,6,2.00,0,0,2,0,1,5
Sepp Maier,Alemania Occidental,1966,22,Arquero,0,0,0,6,0,0.00,0,0,0,0,0,2
Sepp Maier,Alemania Occidental,1970,1,Arquero,5,5,0,1,0,0.00,0,0,4,0,1,3
Sepp Maier,Alemania Occidental,1974,1,Arquero,7,7,0,0,0,0.00,0,0,6,0,1,1
Sepp Maier,Alemania Occidental,1978,1,Arquero,6,6,0,0,0,0.00,1,0,1,4,1,6
Serdar Tasci,Alemania,2010,5,Defensor,1,0,0,6,0,0.00,0,0,1,0,0,3
Seren Turgay,Turquía,1954,1,Arquero,2,2,2,1,0,0.00,0,0,1,0,1,11
Serey Die,Costa de Marfil,2014,20,Mediocampista,3,3,0,0,0,0.00,1,0,1,0,2,21
Serge Aurier,Costa de Marfil,2014,17,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,21
Serge Ducoste,Haití,1974,5,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,15
Serge Gnabry,Alemania,2022,10,Delantero,3,3,0,0,1,0.33,0,0,1,1,1,17
Serge Racine,Haití,1974,13,Mediocampista,2,1,0,1,0,0.00,0,0,0,0,2,15
Sergei Aleinikov,URSS,1986,20,Mediocampista,4,4,0,0,1,0.25,0,0,2,1,1,10
Sergei Aleinikov,URSS,1990,7,Mediocampista,3,3,0,0,0,0.00,0,0,1,0,2,17
Sergei Andreyev,URSS,1982,15,Delantero,3,0,0,2,0,0.00,0,0,0,2,1,7
Sergei Baltacha,URSS,1982,5,Defensor,5,5,0,0,1,0.20,1,0,2,2,1,7
Sergei Borovski,URSS,1982,14,Defensor,3,3,0,2,0,0.00,1,0,1,2,0,7
Sergei Fokin,URSS,1990,19,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,17
Sergei Gorlukovich,URSS,1990,20,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,17
Sergei Gorlukovich,URSS,1994,3,Defensor,2,2,0,1,0,0.00,0,1,0,0,2,18
Sergei Ignashevich,Rusia,2014,4,Defensor,3,3,0,0,0,0.00,0,0,0,2,1,24
Sergei Ignashevich,Rusia,2018,4,Defensor,5,5,0,0,0,0.00,0,0,2,2,1,8
Sergei Kotrikadze,URSS,1962,3,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,6
Sergei Krakovski,URSS,1986,22,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,10
Sergei Rodionov,URSS,1982,21,Delantero,2,0,0,3,0,0.00,0,0,2,0,0,7
Sergei Rodionov,URSS,1986,14,Delantero,4,1,0,0,1,0.25,0,0,2,1,1,10
Sergei Ryzhikov,Rusia,2014,16,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,24
Sergei Salnikov,URSS,1958,10,Delantero,3,3,0,2,0,0.00,0,0,1,1,1,6
Sergei Semak,Rusia,2002,17,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,22
Sergei Yuran,Rusia,1994,22,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,18
Sergej Milinković-Savić,Serbia,2018,20,Mediocampista,3,3,0,0,0,0.00,1,0,1,0,2,23
Sergej Milinković-Savić,Serbia,2022,20,Mediocampista,3,3,0,0,1,0.33,1,0,0,1,2,29
Sergi,España,1994,12,Defensor,5,5,0,0,0,0.00,0,0,2,2,1,8
Sergi,España,1998,12,Defensor,3,3,0,0,0,0.00,1,0,1,1,1,17
Serginho,Brasil,1982,9,Delantero,5,5,0,0,2,0.40,0,0,4,0,1,5
Sergiño Dest,Estados Unidos,2022,2,Defensor,4,4,0,0,0,0.00,1,0,1,2,1,14
Sergio,España,2002,18,Mediocampista,1,0,0,4,0,0.00,0,0,1,0,0,5
Sergio Agüero,Argentina,2010,16,Delantero,3,1,0,2,0,0.00,0,0,2,0,1,5
Sergio Agüero,Argentina,2014,20,Delantero,5,3,0,2,0,0.00,1,0,3,1,1,2
Sergio Agüero,Argentina,2018,19,Delantero,4,2,0,0,2,0.50,0,0,1,1,2,16
Sergio Ahumada,Chile,1974,9,Delantero,3,3,0,0,1,0.33,0,0,0,2,1,11
Sergio Almiron,Argentina,1986,1,Delantero,0,0,0,7,0,0.00,0,0,0,0,0,1
Sergio Batista,Argentina,1986,2,Mediocampista,7,7,0,0,0,0.00,1,0,6,1,0,1
Sergio Batista,Argentina,1990,2,Mediocampista,4,3,0,3,0,0.00,2,0,1,2,1,2
Sergio Berti,Argentina,1998,16,Mediocampista,2,0,0,3,0,0.00,0,0,1,1,0,6
Sergio Bertoni,Italia,1938,-,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,1
Sergio Bravo,México,1954,13,Defensor,0,0,0,2,0,0.00,0,0,0,0,0,13
Sergio Busquets,España,2010,16,Mediocampista,7,7,0,0,0,0.00,1,0,6,0,1,1
Sergio Busquets,España,2014,16,Mediocampista,2,2,0,1,0,0.00,0,0,0,0,2,23
Sergio Busquets,España,2018,5,Mediocampista,4,4,0,0,0,0.00,1,0,1,3,0,10
Sergio Busquets,España,2022,5,Mediocampista,4,4,4,0,0,0.00,1,0,1,2,1,13
Sergio Cervato,Italia,1954,14,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,10
Sergio Conceicao,Portugal,2002,11,Delantero,3,3,0,0,0,0.00,0,0,1,0,2,21
Sergio Gori,Italia,1970,19,Delantero,1,0,0,5,0,0.00,0,0,1,0,0,2
Sergio Goycochea,Argentina,1990,12,Arquero,6,5,0,1,0,0.00,1,0,2,3,1,2
Sergio Goycochea,Argentina,1994,1,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,10
Sergio Livingstone,Chile,1950,-,Arquero,3,3,3,0,0,0.00,0,0,1,0,2,9
Sergio Martinez,Uruguay,1990,17,Delantero,1,1,0,3,0,0.00,0,0,1,0,0,16
Sergio Mendez,El Salvador,1970,19,Mediocampista,2,1,0,1,0,0.00,1,0,0,0,2,16
Sergio Mendoza,Honduras,2010,23,Defensor,2,2,0,1,0,0.00,0,0,0,0,2,30
Sergio Navarro,Chile,1962,4,Defensor,4,4,4,2,0,0.00,0,0,3,0,1,3
Sergio Ramos,España,2006,15,Defensor,3,3,0,1,0,0.00,0,0,2,0,1,9
Sergio Ramos,España,2010,15,Defensor,7,7,0,0,0,0.00,1,0,6,0,1,1
Sergio Ramos,España,2014,15,Defensor,3,3,1,0,0,0.00,1,0,1,0,2,23
Sergio Ramos,España,2018,15,Defensor,4,4,4,0,0,0.00,0,0,1,3,0,10
Sergio Rochet,Uruguay,2022,23,Arquero,3,3,0,0,0,0.00,0,0,1,1,1,20
Sergio Romero,Argentina,2010,22,Arquero,5,5,0,0,0,0.00,0,0,4,0,1,5
Sergio Romero,Argentina,2014,1,Arquero,7,7,0,0,0,0.00,0,0,5,1,1,2
Sergio Santin,Uruguay,1986,11,Mediocampista,4,4,0,0,0,0.00,1,0,0,2,2,16
Sergio Valdes,Chile,1962,13,Defensor,0,0,0,6,0,0.00,0,0,0,0,0,3
Sergio Vazquez,Argentina,1994,2,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,10
Sergiy Nazarenko,Ucrania,2006,18,Mediocampista,0,0,0,5,0,0.00,0,0,0,0,0,8
Serhiy Rebrov,Ucrania,2006,11,Mediocampista,4,2,0,1,1,0.25,0,0,2,1,1,8
Seung-gyu Kim,Corea del Sur,2014,21,Arquero,1,1,0,2,0,0.00,0,0,0,0,1,27
Seung-gyu Kim,Corea del Sur,2018,1,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,19
Seung-gyu Kim,Corea del Sur,2022,1,Arquero,4,4,0,0,0,0.00,0,0,1,1,2,16
Seung-ho Paik,Corea del Sur,2022,8,Mediocampista,1,0,0,3,1,1.00,0,0,0,0,1,16
Seung Hwi Im,Corea del Norte,1966,6,Mediocampista,4,4,0,0,0,0.00,0,0,1,1,2,8
Seung-hyun Jung,Corea del Sur,2018,3,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,19
Seung Il Kim,Corea del Norte,1966,12,Delantero,2,2,0,2,0,0.00,0,0,0,1,1,8
Seung Kook Yang,Corea del Norte,1966,15,Delantero,2,2,0,2,1,0.50,0,0,1,0,1,8
Seung-woo Lee,Corea del Sur,2018,10,Mediocampista,2,0,0,1,0,0.00,1,0,0,0,2,19
Seung Woon Ke,Corea del Norte,1966,18,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,8
Seung Yeoul Lee,Corea del Sur,2010,11,Delantero,1,0,0,3,0,0.00,0,0,1,0,0,15
Seung Zin Pak,Corea del Norte,1966,8,Delantero,4,4,4,0,2,0.50,0,0,1,1,2,8
Severino Minelli,Suiza,1934,-,Defensor,2,2,2,0,0,0.00,0,0,1,0,1,7
Severino Minelli,Suiza,1938,-,Defensor,2,2,2,1,0,0.00,0,0,1,1,0,6
Severino Reijia,España,1962,16,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,12
Severino Reijia,España,1966,15,Defensor,2,2,0,1,0,0.00,0,0,1,0,1,10
Seweryn Gancarczyk,Polonia,2006,3,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,21
Seydou Doumbia,Costa de Marfil,2010,7,Delantero,1,0,0,2,0,0.00,0,0,1,0,0,17
Shaka Hislop,Trinidad y Tobago,2006,1,Arquero,2,2,0,1,0,0.00,1,0,0,1,1,27
Shaker Nadhum,Iraq,1986,4,Defensor,3,3,0,0,0,0.00,1,0,0,0,3,23
Shaker Samir,Iraq,1986,5,Defensor,2,2,0,1,0,0.00,2,0,0,0,2,23
Shane Smeltz,Nueva Zelanda,2010,9,Delantero,3,3,0,0,1,0.33,0,0,0,3,0,22
Shaquell Moore,Estados Unidos,2022,18,Defensor,2,0,0,2,0,0.00,0,0,1,1,0,14
Shaun Bartlett,Sudáfrica,1998,9,Delantero,3,2,0,0,2,0.67,0,0,0,2,1,24
Shaun Wright-Phillips,Inglaterra,2010,17,Mediocampista,3,0,0,1,0,0.00,0,0,0,2,1,13
Shay Given,Irlanda,2002,1,Arquero,4,4,0,0,0,0.00,0,0,1,3,0,12
Shehu Abdullahi,Nigeria,2018,12,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,21
