jugador,seleccion_nacionalidad,mundial,camiseta,posicion,jugo,jugo_titular,capitan,no_jugo,goles,prom_goles,tarjeta_amarilla,tarjeta_roja,pg,pe,pp,pos_final
Roberto Carlos,Brasil,2002,6,Defensor,6,6,0,1,1,0.17,1,0,6,0,0,1
Roberto Carlos,Brasil,2006,6,Defensor,4,4,0,1,0,0.00,0,0,3,0,1,5
Roberto Cerro,Argentina,1930,-,Delantero,1,1,0,4,0,0.00,0,0,1,0,0,2
Roberto Challe,Perú,1970,7,Mediocampista,4,4,0,0,1,0.25,0,0,2,0,2,7
Roberto Cortes,Chile,1930,-,Arquero,3,3,0,0,0,0.00,0,0,2,0,1,5
Roberto Di Matteo,Italia,1998,16,Mediocampista,2,1,0,3,0,0.00,0,0,1,1,0,5
Roberto Dinamite,Brasil,1978,20,Delantero,5,5,0,2,3,0.60,1,0,4,1,0,3
Roberto Dinamite,Brasil,1982,20,Delantero,0,0,0,5,0,0.00,0,0,0,0,0,5
Roberto Donadoni,Italia,1990,17,Mediocampista,5,5,0,2,0,0.00,0,0,4,1,0,3
Roberto Donadoni,Italia,1994,16,Mediocampista,6,5,0,1,0,0.00,0,0,3,2,1,2
Roberto Fernandez,Paraguay,1986,1,Arquero,4,4,0,0,0,0.00,0,0,1,2,1,13
Roberto Firmino,Brasil,2018,20,Delantero,4,0,0,1,1,0.25,0,0,2,1,1,6
Roberto Frigerio,Suiza,1962,22,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,16
Roberto Gayon,México,1930,-,Delantero,2,2,0,1,1,0.50,0,0,0,0,2,13
Roberto Hodge,Chile,1966,10,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,13
Roberto Iraneta,Argentina,1934,-,Delantero,1,1,0,0,0,0.00,0,0,0,0,1,9
Roberto Leopardi,Uruguay,1954,6,Mediocampista,0,0,0,5,0,0.00,0,0,0,0,0,4
Roberto Mancini,Italia,1990,18,Delantero,0,0,0,7,0,0.00,0,0,0,0,0,3
Roberto Matosas,Uruguay,1970,3,Defensor,6,6,0,0,0,0.00,0,0,2,1,3,4
Roberto Mosquera,Perú,1978,12,Delantero,0,0,0,6,0,0.00,0,0,0,0,0,8
Roberto Mussi,Italia,1994,8,Defensor,3,3,0,4,0,0.00,0,0,2,1,0,2
Roberto Perfumo,Argentina,1966,4,Defensor,4,4,0,0,0,0.00,0,0,2,1,1,5
Roberto Perfumo,Argentina,1974,14,Defensor,4,4,4,2,0,0.00,2,0,1,1,2,8
Roberto Rivas,El Salvador,1970,2,Defensor,3,3,0,0,0,0.00,0,0,0,0,3,16
Roberto Rojas,Perú,1978,22,Defensor,1,1,0,5,0,0.00,0,0,0,0,1,8
Roberto Rosato,Italia,1966,21,Defensor,2,2,0,1,0,0.00,0,0,1,0,1,9
Roberto Rosato,Italia,1970,8,Defensor,6,5,0,0,0,0.00,1,0,3,2,1,2
Roberto Sensini,Argentina,1990,17,Defensor,2,2,0,5,0,0.00,1,0,0,0,2,2
Roberto Sensini,Argentina,1994,4,Defensor,3,3,0,1,0,0.00,0,0,2,0,1,10
Roberto Sensini,Argentina,1998,6,Defensor,3,3,0,2,0,0.00,1,0,2,0,1,6
Roberto Sosa,Uruguay,1962,1,Arquero,3,3,0,0,0,0.00,0,0,1,0,2,13
Roberto Sosa,Uruguay,1966,12,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,7
Roberto Telch,Argentina,1974,18,Mediocampista,5,4,0,1,0,0.00,0,0,1,2,2,8
Roberto Tricella,Italia,1986,7,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,12
Robin Olsen,Suecia,2018,1,Arquero,5,5,0,0,0,0.00,0,0,3,0,2,7
Robin Van Persie,Paises Bajos,2006,17,Delantero,4,4,0,0,1,0.25,0,0,2,1,1,11
Robin Van Persie,Paises Bajos,2010,9,Delantero,7,7,0,0,1,0.14,2,0,6,0,1,2
Robin Van Persie,Paises Bajos,2014,9,Delantero,6,6,6,1,4,0.67,2,0,4,2,0,3
Robinho,Brasil,2006,23,Delantero,4,1,0,1,0,0.00,1,0,3,0,1,5
Robinho,Brasil,2010,11,Delantero,4,4,0,1,2,0.50,0,0,3,0,1,6
Rodion Camataru,Rumania,1990,9,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,12
Rodney Wallace,Costa Rica,2018,13,Mediocampista,1,0,0,2,0,0.00,0,0,0,1,0,29
Rodolfo Rodriguez,Uruguay,1986,1,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,16
Rodolfo Cota,México,2022,12,Arquero,0,0,0,3,0,0.00,0,0,0,0,0,22
Rodolfo Dubo,Chile,1982,6,Mediocampista,3,3,0,0,0,0.00,1,0,0,0,3,22
Rodolfo Gamarra,Paraguay,2010,23,Delantero,0,0,0,5,0,0.00,0,0,0,0,0,8
Rodolfo Manzo,Perú,1978,3,Defensor,6,6,0,0,0,0.00,1,0,2,1,3,8
Rodolfo Orlandini,Argentina,1930,-,Defensor,3,3,0,2,0,0.00,0,0,3,0,0,2
Rodolfo Pini,Uruguay,1950,-,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,1
Rodolfo Sandoval,Uruguay,1970,13,Mediocampista,1,0,0,5,0,0.00,0,0,0,0,1,4
Rodri,España,1962,17,Defensor,2,2,0,1,0,0.00,0,0,1,0,1,12
Rodri,España,2022,16,Mediocampista,4,4,0,0,0,0.00,0,0,1,2,1,13
Rodrigo Barrera,Chile,1998,21,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,16
Rodrigo Bentancur,Uruguay,2018,6,Mediocampista,5,5,0,0,0,0.00,2,0,4,0,1,5
Rodrigo Bentancur,Uruguay,2022,6,Mediocampista,3,3,0,0,0,0.00,1,0,1,1,1,20
Rodrigo Cordero,Costa Rica,2002,19,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,19
Rodrigo De Paul,Argentina,2022,7,Mediocampista,7,7,0,0,0,0.00,0,0,4,2,1,1
Rodrigo Millar,Chile,2010,20,Mediocampista,3,1,0,1,1,0.33,1,0,1,0,2,10
Rodrigo Moreno,España,2018,9,Delantero,3,0,0,1,0,0.00,0,0,1,2,0,10
Rodrigo Muñoz,Uruguay,2014,12,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,12
Rodrigo Palacio,Argentina,2006,14,Delantero,1,0,0,4,0,0.00,0,0,1,0,0,6
Rodrigo Palacio,Argentina,2014,18,Delantero,5,0,0,2,0,0.00,0,0,3,1,1,2
Rodrigo Ruiz,México,1950,-,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,12
Rodrigo Tello,Chile,2010,21,Mediocampista,1,0,0,3,0,0.00,0,0,0,0,1,10
Rodrigues Neto,Brasil,1978,16,Defensor,4,4,0,3,0,0.00,0,0,3,1,0,3
Rodrygo,Brasil,2022,21,Delantero,5,1,0,0,0,0.00,0,0,3,1,1,7
Rogelio Delgado,Paraguay,1986,5,Defensor,4,4,4,0,0,0.00,0,0,1,2,1,13
Rogelio Dominguez,Argentina,1962,12,Arquero,1,1,0,2,0,0.00,0,0,0,1,0,10
Rogelio Farias,Chile,1974,19,Mediocampista,2,0,0,1,0,0.00,0,0,0,2,0,11
Rogelio Funes Mori,México,2022,11,Delantero,1,0,0,2,0,0.00,0,0,1,0,0,22
Roger Bocquet,Suiza,1950,-,Defensor,3,3,1,0,0,0.00,0,0,1,1,1,6
Roger Bocquet,Suiza,1954,4,Defensor,4,4,4,0,0,0.00,0,0,2,0,2,5
Roger Byrne,Inglaterra,1954,3,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,7
Roger Courtois,Francia,1934,-,Delantero,0,0,0,1,0,0.00,0,0,0,0,0,9
Roger Courtois,Francia,1938,-,Delantero,0,0,0,2,0,0.00,0,0,0,0,0,8
Roger Espinoza,Honduras,2010,13,Delantero,2,2,0,1,0,0.00,0,0,0,0,2,30
Roger Espinoza,Honduras,2014,15,Mediocampista,3,3,0,0,0,0.00,0,0,0,0,3,31
Roger Feutmba,Camerún,1990,19,Mediocampista,0,0,0,5,0,0.00,0,0,0,0,0,7
Roger Flores,Costa Rica,1990,3,Defensor,4,4,4,0,1,0.25,0,0,2,0,2,13
Roger Gomez,Costa Rica,1990,12,Mediocampista,3,3,0,1,0,0.00,2,0,2,0,1,13
Roger Hunt,Inglaterra,1962,18,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,8
Roger Hunt,Inglaterra,1966,21,Delantero,6,6,0,0,3,0.50,0,0,5,1,0,1
Roger Ljung,Suecia,1990,5,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,21
Roger Ljung,Suecia,1994,5,Defensor,6,6,0,1,1,0.17,2,0,2,3,1,3
Roger Marche,Francia,1954,7,Defensor,1,1,1,1,0,0.00,0,0,1,0,0,9
Roger Marche,Francia,1958,6,Defensor,1,1,1,5,0,0.00,0,0,0,0,1,3
Roger Mathis,Suiza,1954,6,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,5
Roger Milla,Camerún,1982,9,Delantero,3,3,0,0,0,0.00,1,0,0,3,0,17
Roger Milla,Camerún,1990,9,Delantero,5,0,0,0,4,0.80,2,0,3,0,2,7
Roger Milla,Camerún,1994,9,Delantero,2,0,0,1,1,0.50,0,0,0,0,2,22
Roger Nilsen,Noruega,1994,14,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,17
Roger Piantoni,Francia,1958,20,Delantero,5,5,0,1,3,0.60,0,0,3,0,2,3
Roger Quinche,Suiza,1950,-,Mediocampista,3,3,0,0,0,0.00,0,0,1,1,1,6
Roger Rio,Francia,1934,-,Mediocampista,1,1,0,0,0,0.00,0,0,0,0,1,9
Roger Saint-Vil,Haití,1974,15,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,15
Roger Vonlanthen,Suiza,1954,22,Delantero,4,4,0,0,0,0.00,0,0,2,0,2,5
Roger Vonlanthen,Suiza,1962,20,Delantero,2,2,0,1,0,0.00,0,0,0,0,2,16
Rogerio Ceni,Brasil,2002,22,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,1
Rogerio Ceni,Brasil,2006,12,Arquero,1,0,0,4,0,0.00,0,0,1,0,0,5
Roland Aman,Suecia,1978,14,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,13
Roland Andersson,Suecia,1978,20,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,13
Roland Grip,Suecia,1970,5,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,9
Roland Grip,Suecia,1974,13,Defensor,3,2,0,3,0,0.00,0,0,1,1,1,5
Roland Hattenberger,Austria,1978,6,Mediocampista,0,0,0,6,0,0.00,0,0,0,0,0,7
Roland Hattenberger,Austria,1982,6,Mediocampista,4,4,0,1,0,0.00,1,0,2,0,2,8
Roland Nilsson,Suecia,1990,6,Defensor,3,3,0,0,0,0.00,0,0,0,0,3,21
Roland Nilsson,Suecia,1994,2,Defensor,7,7,2,0,0,0.00,1,0,3,3,1,3
Roland Sandberg,Suecia,1974,11,Delantero,6,6,0,0,2,0.33,0,0,2,2,2,5
Rolando,Portugal,2010,4,Defensor,0,0,0,4,0,0.00,0,0,0,0,0,11
Rolando Chilavert,Paraguay,1986,19,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,13
Rolando Fonseca,Costa Rica,2002,7,Delantero,2,1,0,1,0,0.00,0,0,1,0,1,19
Rolando Garcia,Chile,1974,2,Defensor,3,3,0,0,0,0.00,1,0,0,2,1,11
Rolando Irusta,Argentina,1966,2,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,5
Rolando Serrano,Colombia,1962,10,Mediocampista,2,2,0,1,0,0.00,0,0,0,1,1,14
Rolf Holmberg,Noruega,1938,-,Mediocampista,1,1,0,0,0,0.00,0,0,0,0,1,12
Rolf Johannesen,Noruega,1938,-,Defensor,1,1,0,0,0,0.00,0,0,0,0,1,12
Rolf Ruessmann,Alemania Occidental,1978,4,Defensor,6,6,0,0,0,0.00,0,0,1,4,1,6
Rolf Wuethrich,Suiza,1962,21,Mediocampista,3,3,0,0,1,0.33,0,0,0,0,3,16
Romain Saïss,Marruecos,2018,6,Defensor,2,2,0,1,0,0.00,0,0,0,1,1,27
Romain Saïss,Marruecos,2022,6,Defensor,6,6,6,1,1,0.17,1,0,3,2,1,4
Roman Bürki,Suiza,2014,21,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,11
Roman Bürki,Suiza,2018,21,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,14
Roman Jakobczak,Polonia,1974,15,Delantero,0,0,0,7,0,0.00,0,0,0,0,0,3
Roman Mahlich,Austria,1998,17,Mediocampista,3,3,0,0,0,0.00,0,0,0,2,1,23
Román Torres,Panamá,2018,5,Defensor,3,3,3,0,0,0.00,0,0,0,0,3,32
Roman Weidenfeller,Alemania,2014,22,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,1
Roman Wojcicki,Polonia,1978,20,Defensor,0,0,0,6,0,0.00,0,0,0,0,0,5
Roman Wojcicki,Polonia,1982,12,Defensor,1,0,0,6,0,0.00,1,0,1,0,0,3
Roman Wojcicki,Polonia,1986,5,Defensor,4,4,0,0,0,0.00,1,0,1,1,2,14
Roman Zobnin,Rusia,2018,11,Mediocampista,5,5,0,0,0,0.00,1,0,2,2,1,8
Romano Fogli,Italia,1966,7,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,9
Romaric,Costa de Marfil,2006,22,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,19
Romaric,Costa de Marfil,2010,13,Mediocampista,3,1,0,0,1,0.33,0,0,1,1,1,17
Romario,Brasil,1990,11,Delantero,1,1,0,3,0,0.00,0,0,1,0,0,9
Romario,Brasil,1994,11,Delantero,7,7,0,0,5,0.71,0,0,5,2,0,1
Romario Ibarra,Ecuador,2022,10,Mediocampista,2,1,0,1,0,0.00,0,0,1,1,0,18
Romelu Lukaku,Bélgica,2014,9,Delantero,4,2,0,1,1,0.25,0,0,3,0,1,6
Romelu Lukaku,Bélgica,2018,9,Delantero,6,6,0,1,4,0.67,0,0,5,0,1,3
Romelu Lukaku,Bélgica,2022,9,Delantero,2,0,0,1,0,0.00,0,0,0,1,1,23
Romeo Benetti,Italia,1974,4,Mediocampista,3,3,0,0,1,0.33,1,0,1,1,1,10
Romeo Benetti,Italia,1978,10,Mediocampista,6,6,0,1,1,0.17,2,0,4,1,1,4
Romeu,Brasil,1938,-,Delantero,4,4,0,1,3,0.75,0,0,2,1,1,3
Romildo Etcheverry,Paraguay,1930,-,Mediocampista,1,1,0,1,0,0.00,0,0,0,0,1,9
Ron Flowers,Inglaterra,1962,6,Mediocampista,4,4,0,0,2,0.50,0,0,1,1,2,8
Ron Flowers,Inglaterra,1966,17,Mediocampista,0,0,0,6,0,0.00,0,0,0,0,0,1
Ron Hewitt,Gales,1958,8,Delantero,3,3,0,2,0,0.00,0,0,1,1,1,5
Ron-Robert Zieler,Alemania,2014,12,Arquero,0,0,0,7,0,0.00,0,0,0,0,0,1
Ron Springett,Inglaterra,1962,1,Arquero,4,4,0,0,0,0.00,0,0,1,1,2,8
Ron Springett,Inglaterra,1966,12,Arquero,0,0,0,6,0,0.00,0,0,0,0,0,1
Ron Staniforth,Inglaterra,1954,2,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,7
Ron Vlaar,Paises Bajos,2014,2,Defensor,7,7,0,0,0,0.00,0,0,5,2,0,3
Ronald Araújo,Uruguay,2022,4,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,20
Ronald Clayton,Inglaterra,1958,15,Mediocampista,1,1,0,3,0,0.00,0,0,0,0,1,11
Ronald De Boer,Paises Bajos,1994,9,Mediocampista,3,2,0,2,0,0.00,0,0,1,0,2,7
Ronald De Boer,Paises Bajos,1998,7,Mediocampista,6,6,0,1,2,0.33,0,0,3,3,0,4
Ronald Fuentes,Chile,1998,3,Defensor,4,4,0,0,0,0.00,1,0,0,3,1,16
Ronald Gomez,Costa Rica,2002,11,Delantero,3,3,0,0,2,0.67,1,0,1,1,1,19
Ronald Gomez,Costa Rica,2006,11,Delantero,3,3,0,0,1,0.33,1,0,0,0,3,31
Ronald Gonzalez,Costa Rica,1990,4,Defensor,4,4,0,0,1,0.25,1,0,2,0,2,13
