jugador,seleccion_nacionalidad,altura,fecha_nac,posicion,num_camiseta,mundiales
R. Telwe,Indias Orientales Holand.,,,Delantero,-,1938
Rabah Madjer,Argelia,,15 de febrero de 1958,Delantero,11,"1982, 1986"
Rabie Yassin,Egipto,,7 de septiembre de 1960,Defensor,3,1990
Rabiu Afolabi,Nigeria,1.83 m,18 de abril de 1980,Defensor,"13, 5","2002, 2010"
Rachid Azzouzi,Marruecos,,10 de enero de 1971,Mediocampista,"8, 16","1994, 1998"
Rachid Daoudi,Marruecos,,21 de febrero de 1966,Mediocampista,11,1994
Rachid Harkouk,Argelia,,19 de mayo de 1956,Delantero,13,1986
Rachid Neqrouz,Marruecos,,10 de abril de 1972,Defensor,"18, 13","1994, 1998"
Rachid Rokki,Marruecos,,8 de noviembre de 1974,Delantero,21,1998
Radamel Falcao,Colombia,1.77 m,10 de febrero de 1986,Delantero,9,2018
Radhi Jaidi,Túnez,1.92 m,30 de agosto de 1975,Defensor,15,"2002, 2006"
Radhouane Salhi,Túnez,,18 de diciembre de 1967,Arquero,16,1998
Radivoje Ognjanovic,Yugoslavia,,1 de julio de 1938,Delantero,19,1958
Radosav Petrovic,Serbia,1.93 m,8 de marzo de 1989,Mediocampista,19,2010
Radoslav Kovac,República Checa,1.88 m,27 de noviembre de 1979,Mediocampista,5,2006
Radoslav Zabavnik,Eslovaquia,1.80 m,16 de septiembre de 1980,Defensor,5,2010
Radoslav Zdravkov,Bulgaria,,30 de julio de 1956,Defensor,12,1986
Radoslaw Kaluzny,Polonia,1.91 m,2 de febrero de 1974,Mediocampista,10,2002
Radoslaw Majdan,Polonia,1.85 m,10 de mayo de 1972,Arquero,12,2002
Radoslaw Sobolewski,Polonia,1.82 m,13 de diciembre de 1976,Mediocampista,7,2006
Radostin Kishishev,Bulgaria,,30 de julio de 1974,Defensor,2,1998
Radu Niculescu,Rumania,,2 de marzo de 1975,Mediocampista,14,1998
Radu Nunweiller,Rumania,,16 de noviembre de 1944,Mediocampista,10,1970
Rafa,Portugal,1.70 m,17 de mayo de 1993,Mediocampista,15,2014
Rafa Paz,España,,2 de agosto de 1965,Mediocampista,18,1990
Rafael Albrecht,Argentina,,23 de agosto de 1941,"Defensor, Mediocampista","17, 12","1962, 1966"
Rafael Alkorta,España,,16 de septiembre de 1968,Defensor,"12, 18, 4","1990, 1994, 1998"
Rafael Amador,México,,16 de noviembre de 1957,Defensor,18,1986
Rafael Avalos,México,,1 de enero de 1926,Mediocampista,6,1954
Rafael Garcia,México,1.75 m,14 de agosto de 1974,Mediocampista,"3, 20","2002, 2006"
Rafael Gonzalez,Chile,,24 de abril de 1950,Defensor,13,1974
Rafael Gordillo,España,,24 de febrero de 1957,"Defensor, Mediocampista","3, 6","1982, 1986"
Rafael Garza Gutierrez,México,,13 de diciembre de 1896,Defensor,-,1930
Rafael Leão,Portugal,1.88 m,10 de junio de 1999,Delantero,15,2022
Rafael Marquez,México,1.85 m,13 de febrero de 1979,"Defensor, Mediocampista",4,"2002, 2006, 2010, 2014, 2018"
Rafael Mendez,Bolivia,,1 de enero de 1904,Delantero,-,1930
Rafael Salguero,Perú,,10 de agosto de 1951,Defensor,3,1982
Rafael Souto,Uruguay,,24 de octubre de 1930,Delantero,18,1954
Rafael Van Der Vaart,Paises Bajos,1.75 m,11 de febrero de 1983,Mediocampista,"10, 23","2006, 2010"
Rafał Kurzawa,Polonia,1.82 m,29 de enero de 1993,Mediocampista,21,2018
Rafik Djebbour,Argelia,1.85 m,8 de marzo de 1984,Delantero,11,2010
Rafik Halliche,Argelia,1.87 m,2 de septiembre de 1986,Defensor,5,"2010, 2014"
Rafik Saifi,Argelia,1.78 m,7 de febrero de 1975,Delantero,10,2010
Ragnar Gustavsson,Suecia,,28 de septiembre de 1907,Delantero,-,1934
Ragnar Sigurdsson,Islandia,1.87 m,19 de junio de 1986,Defensor,6,2018
Rahamim Talbi,Israel,,17 de mayo de 1943,Delantero,15,1970
Raheem Sterling,Inglaterra,1.70 m,8 de diciembre de 1994,"Delantero, Mediocampista","19, 10","2014, 2018, 2022"
Rahman Ahmadi,Irán,1.84 m,30 de julio de 1980,Arquero,1,2014
Rahman Rezaei,Irán,1.78 m,20 de febrero de 1975,Defensor,5,2006
Rai,Brasil,,15 de mayo de 1965,Mediocampista,10,1994
Raimond Aumann,Alemania Occidental,,12 de octubre de 1963,Arquero,12,1990
Raimundo Orsi,Italia,,2 de diciembre de 1901,Delantero,-,1934
Raimundo Rodriguez,México,,15 de abril de 1905,Mediocampista,-,1930
Rainer Bonhof,Alemania Occidental,,29 de marzo de 1952,Mediocampista,"16, 6","1974, 1978"
Rais M'Bolhi,Argelia,1.90 m,25 de abril de 1986,Arquero,23,"2010, 2014"
Rajko Mitic,Yugoslavia,,19 de noviembre de 1922,Delantero,8,"1950, 1954"
Rajko Tavcar,Eslovenia,1.80 m,21 de julio de 1974,Mediocampista,15,2002
Ralf Edstrom,Suecia,,7 de octubre de 1952,Delantero,"10, 22","1974, 1978"
Ralph Tracey,Estados Unidos,,23 de diciembre de 1904,Defensor,-,1930
Ramadan Sobhi,Egipto,1.83 m,23 de enero de 1997,Mediocampista,14,2018
Ramaz Shengelia,URSS,,1 de enero de 1957,Delantero,7,1982
Rami Bedoui,Túnez,1.87 m,19 de enero de 1990,Defensor,6,2018
Rami Shaaban,Suecia,1.93 m,30 de junio de 1975,Arquero,23,2006
Ramin Rezaeian,Irán,1.84 m,21 de marzo de 1990,Defensor,23,"2018, 2022"
Ramires,Brasil,1.79 m,24 de marzo de 1987,Mediocampista,"18, 16","2010, 2014"
Ramiro Castillo,Bolivia,,27 de marzo de 1966,Mediocampista,20,1994
Ramiro Navarro,México,,25 de mayo de 1943,Delantero,21,1966
Ramon Abeledo,Argentina,,24 de septiembre de 1937,Delantero,21,1962
Ramon Astudillo,Argentina,,,Defensor,-,1934
Ramón Azeez,Nigeria,1.69 m,12 de diciembre de 1992,Mediocampista,15,2014
Ramon Diaz,Argentina,,29 de agosto de 1959,Delantero,6,1982
Ramon Fagoaga,El Salvador,,12 de enero de 1952,Defensor,5,1982
Ramon Heredia,Argentina,,26 de febrero de 1951,Defensor,10,1974
Ramon Hicks,Paraguay,,30 de mayo de 1960,Delantero,20,1986
Ramon Maradiaga,Honduras,,30 de octubre de 1954,Mediocampista,6,1982
Ramon Maria Caldere,España,,16 de enero de 1959,Mediocampista,18,1986
Ramon Mayeregger,Paraguay,,19 de febrero de 1934,Arquero,1,1958
Ramon Medina Bello,Argentina,,29 de abril de 1966,Delantero,11,1994
Ramon Mifflin,Perú,,5 de abril de 1947,Mediocampista,6,1970
Ramon Morales,México,1.68 m,10 de octubre de 1975,"Delantero, Mediocampista","7, 11","2002, 2006"
Ramon Muttis,Argentina,,12 de marzo de 1899,Defensor,-,1930
Ramon Nunez,Honduras,1.69 m,14 de noviembre de 1985,Mediocampista,7,2010
Ramon Quiroga,Perú,,23 de julio de 1950,Arquero,21,"1978, 1982"
Ramon Ramirez,México,,5 de diciembre de 1969,"Defensor, Mediocampista","5, 7","1994, 1998"
Randal Kolo Muani,Francia,1.87 m,5 de diciembre de 1998,Delantero,12,2022
Randall Azofeifa,Costa Rica,1.82 m,30 de diciembre de 1984,Mediocampista,14,"2006, 2018"
Randall Brenes,Costa Rica,1.73 m,13 de agosto de 1983,Delantero,14,2014
Randy Ragan,Canadá,,7 de junio de 1959,Mediocampista,4,1986
Randy Samuel,Canadá,,23 de diciembre de 1963,Defensor,12,1986
Ranulfo Cortes,México,,,Delantero,22,1954
Raouf Ben Aziza,Túnez,,23 de septiembre de 1953,Delantero,11,1978
Raouf Bouzaiene,Túnez,1.74 m,16 de agosto de 1970,Defensor,12,2002
Raoul Diagne,Francia,,10 de noviembre de 1910,Defensor,-,1938
Raoul Lambert,Bélgica,,20 de octubre de 1944,Delantero,18,1970
Raphaël Guerreiro,Portugal,1.70 m,22 de diciembre de 1993,Defensor,5,"2018, 2022"
Raphael Varane,Francia,1.91 m,25 de abril de 1993,Defensor,4,"2014, 2018, 2022"
Raphael Wicky,Suiza,1.78 m,26 de abril de 1977,Mediocampista,8,2006
Raphinha,Brasil,1.76 m,14 de diciembre de 1996,Delantero,11,2022
Rasheed Yekini,Nigeria,,23 de octubre de 1963,Delantero,9,"1994, 1998"
Rashid Sumaila,Ghana,1.82 m,18 de diciembre de 1992,Defensor,15,2014
Rasmus Kristensen,Dinamarca,1.87 m,11 de julio de 1997,Defensor,13,2022
Rasoul Khatibi,Irán,1.72 m,22 de septiembre de 1978,Delantero,11,2006
Ratko Colic,Yugoslavia,,17 de marzo de 1918,Defensor,-,1950
Ratko Svilar,Yugoslavia,,6 de mayo de 1950,Arquero,22,1982
Raul,España,1.80 m,27 de junio de 1977,Delantero,"10, 7","1998, 2002, 2006"
Raul Albiol,España,1.87 m,4 de septiembre de 1985,Defensor,2,"2010, 2014"
Raul Arellano,México,,28 de febrero de 1935,Delantero,11,1954
Raul Belen,Argentina,,1 de julio de 1931,Delantero,11,1962
Raul Cardenas,México,,30 de octubre de 1928,Mediocampista,"5, 17","1954, 1958, 1962"
Raul Cordoba,México,,,Arquero,-,1950
Raul Gorriti,Perú,,10 de octubre de 1956,Mediocampista,16,1978
Raul Guerron,Ecuador,1.84 m,12 de octubre de 1976,Defensor,6,2002
Raul Gutierrez,México,,16 de octubre de 1966,Defensor,21,1994
Raul Isiordia,México,,22 de diciembre de 1952,Delantero,21,1978
Raúl Jiménez,México,1.88 m,5 de mayo de 1991,Delantero,9,"2014, 2018, 2022"
Raul Lara,México,,28 de febrero de 1973,Mediocampista,14,1998
Raul Magana,El Salvador,,24 de febrero de 1940,Arquero,1,1970
Raul Meireles,Portugal,1.79 m,17 de marzo de 1983,Mediocampista,16,"2010, 2014"
Raul Ormeno,Chile,,21 de junio de 1958,Mediocampista,14,1982
Raul Paez,Argentina,,26 de mayo de 1937,Defensor,6,1962
Raúl Ruidíaz,Perú,1.67 m,25 de julio de 1990,Delantero,11,2018
Raul Sanchez,Chile,,26 de octubre de 1933,Defensor,3,1962
Raul Servin,México,,29 de abril de 1963,Defensor,17,1986
Ray Clemence,Inglaterra,,5 de agosto de 1948,Arquero,1,1982
Ray Houghton,Irlanda,,9 de enero de 1962,Mediocampista,8,"1990, 1994"
Ray Richards,Australia,,18 de mayo de 1946,Mediocampista,6,1974
Ray Wilkins,Inglaterra,,14 de septiembre de 1956,Mediocampista,"19, 8","1982, 1986"
Ray Wilson,Inglaterra,,17 de diciembre de 1934,Defensor,3,"1962, 1966"
Raymond Ausloos,Bélgica,,3 de febrero de 1930,Arquero,17,1954
Raymond Bellot,Francia,,6 de septiembre de 1929,Delantero,14,1958
Raymond Braine,Bélgica,,28 de abril de 1907,Delantero,-,1938
Raymond Kaelbel,Francia,,31 de enero de 1932,Defensor,"6, 4","1954, 1958"
Raymond Kalla,Camerún,1.92 m,22 de abril de 1975,Defensor,"13, 5","1994, 1998, 2002"
Raymond Kopa,Francia,,13 de octubre de 1931,Delantero,18,"1954, 1958"
Raymond Mommens,Bélgica,,27 de diciembre de 1958,Mediocampista,"18, 17","1982, 1986"
Raymond Pasello,Suiza,,12 de enero de 1905,Delantero,-,1934
Raymundo Infante,Chile,,,Delantero,-,1950
Razak Pimpong,Ghana,1.73 m,30 de diciembre de 1982,Delantero,19,2006
Redha Tukar,Arabia Saudita,1.79 m,29 de noviembre de 1975,Defensor,3,"2002, 2006"
Refik Sabanadzovic,Yugoslavia,,2 de agosto de 1965,Mediocampista,16,1990
Reidar Kvammen,Noruega,,23 de julio de 1914,Delantero,-,1938
Reinaldo,Brasil,,11 de enero de 1957,Delantero,9,1978
Reinhard Lauck,Alemania Oriental,,16 de septiembre de 1946,Mediocampista,13,1974
Reinhold Hintermaier,Austria,,14 de febrero de 1956,Mediocampista,10,1982
Reinhold Muenzenberg,Alemania,,25 de enero de 1909,Defensor,-,"1934, 1938"
Reino Borjesson,Suecia,,4 de febrero de 1929,Mediocampista,15,1958
Remko Pasveer,Paises Bajos,1.88 m,8 de noviembre de 1983,Arquero,1,2022
Remo Freuler,Suiza,1.81 m,15 de abril de 1992,Mediocampista,8,"2018, 2022"
Rémy Cabella,Francia,1.72 m,8 de marzo de 1990,Mediocampista,7,2014
Renato,Brasil,,5 de diciembre de 1944,Arquero,12,1974
Renato,Brasil,,21 de febrero de 1957,Mediocampista,19,1982
Renato Augusto,Brasil,1.86 m,8 de febrero de 1988,Mediocampista,8,2018
Renato Bizzozero,Suiza,,1 de enero de 1912,Arquero,-,"1934, 1938"
Renato Gaucho,Brasil,,9 de septiembre de 1962,Delantero,17,1990
Renato Ibarra,Ecuador,1.75 m,20 de enero de 1991,Mediocampista,5,2014
Renato Olmi,Italia,,12 de julio de 1914,Mediocampista,-,1938
Renato Sainz,Bolivia,,14 de diciembre de 1899,Mediocampista,-,1930
Renato Steffen,Suiza,1.70 m,3 de noviembre de 1991,Delantero,11,2022
Renato Tapia,Perú,1.82 m,28 de julio de 1995,Mediocampista,13,2018
Renato Zaccarelli,Italia,,18 de enero de 1951,Mediocampista,15,1978
Rene Bader,Suiza,,7 de agosto de 1922,Delantero,-,1950
Rene Brodmann,Suiza,,25 de octubre de 1933,Defensor,5,1966
Rene Cabrera,Bolivia,,,Mediocampista,-,1950
Rene Dereuddre,Francia,,22 de junio de 1930,Delantero,16,1954
Rene Fernandez,Bolivia,,1 de enero de 1906,Delantero,-,1930
Rene Girard,Francia,,4 de abril de 1954,Mediocampista,11,1982
Rene Henriksen,Dinamarca,1.83 m,27 de agosto de 1969,Defensor,"20, 3","1998, 2002"
Rene Higuita,Colombia,,27 de agosto de 1966,Arquero,1,1990
Rene Houseman,Argentina,,19 de julio de 1953,"Delantero, Mediocampista","11, 9","1974, 1978"
Rene Krhin,Eslovenia,1.84 m,21 de mayo de 1990,Mediocampista,15,2010
Rene Llense,Francia,,14 de julio de 1913,Arquero,-,"1934, 1938"
Rene Ndjeya,Camerún,,9 de octubre de 1953,Defensor,4,1982
Rene Pijpers,Paises Bajos,,15 de septiembre de 1917,Mediocampista,-,1938
Rene Quentin,Suiza,,5 de agosto de 1943,Delantero,16,1966
Rene Quitral,Chile,,,Arquero,-,1950
Rene Valenzuela,Chile,,20 de abril de 1955,Defensor,3,1982
Rene Van De Kerkhof,Paises Bajos,,16 de septiembre de 1951,Delantero,10,"1974, 1978"
Rene Vandereycken,Bélgica,,22 de julio de 1953,Mediocampista,7,"1982, 1986"
Rene Verheyen,Bélgica,,20 de marzo de 1952,Mediocampista,17,1982
Reneilwe Letsholonyane,Sudáfrica,1.73 m,9 de junio de 1982,Mediocampista,12,2010
Reto Ziegler,Suiza,1.83 m,16 de enero de 1986,Defensor,"17, 3","2010, 2014"
Reuben Gabriel,Nigeria,1.95 m,25 de septiembre de 1990,Mediocampista,4,2014
Revaz Dzodzvashvili,URSS,,15 de abril de 1945,Defensor,4,1970
Reza Enayati,Irán,1.78 m,23 de septiembre de 1976,Delantero,16,2006
Reza Ghoochannejhad,Irán,1.80 m,20 de septiembre de 1987,Delantero,16,"2014, 2018"
Reza Haghighi,Irán,1.97 m,1 de enero de 1989,Mediocampista,8,2014
Reza Shahroudi,Irán,,21 de febrero de 1972,Mediocampista,16,1998
Rezso Somlai,Hungría,,1 de enero de 1911,Mediocampista,-,1934
Riadh Bouazizi,Túnez,1.86 m,8 de abril de 1973,Mediocampista,13,"1998, 2002, 2006"
Riadh Jelassi,Túnez,1.75 m,7 de julio de 1971,Delantero,9,"1998, 2002"
Ribeiro,Portugal,,2 de noviembre de 1957,Mediocampista,4,1986
Ricardinho,Brasil,1.76 m,23 de mayo de 1976,Mediocampista,"7, 20","2002, 2006"
Ricardo,España,1.87 m,30 de diciembre de 1971,Arquero,13,2002
Ricardo,Portugal,1.88 m,11 de febrero de 1976,Arquero,"16, 1","2002, 2006"
Ricardo Álvarez,Argentina,1.88 m,12 de abril de 1988,Mediocampista,19,2014
Ricardo Ávila,Panamá,,4 de enero de 1997,Mediocampista,19,2018
Ricardo Bochini,Argentina,,25 de enero de 1954,Mediocampista,3,1986
Ricardo Cabanas,Suiza,1.73 m,17 de enero de 1979,Mediocampista,7,2006
Ricardo Canales,Honduras,1.80 m,30 de mayo de 1982,Arquero,1,2010
Ricardo Carvalho,Portugal,1.83 m,18 de mayo de 1978,Defensor,"16, 6","2006, 2010"
Ricardo Clark,Estados Unidos,1.78 m,10 de febrero de 1983,Mediocampista,13,2010
Ricardo Costa,Portugal,1.83 m,16 de mayo de 1981,Defensor,"4, 21, 13","2006, 2010, 2014"
Ricardo Gallego,España,,8 de febrero de 1959,Mediocampista,"17, 14","1982, 1986"
Ricardo Gardner,Jamaica,,25 de septiembre de 1978,Defensor,15,1998
Ricardo Giusti,Argentina,,11 de diciembre de 1956,Mediocampista,14,"1986, 1990"
Ricardo Gomes,Brasil,,13 de diciembre de 1964,Defensor,3,1990
Ricardo Horta,Portugal,1.73 m,15 de septiembre de 1994,Delantero,21,2022
Ricardo Infante,Argentina,,21 de junio de 1924,Delantero,20,1958
Ricardo La Volpe,Argentina,,6 de febrero de 1952,Arquero,13,1978
Ricardo Osorio,México,1.73 m,30 de marzo de 1980,Defensor,5,"2006, 2010"
Ricardo Pavoni,Uruguay,,8 de julio de 1943,Defensor,6,1974
Ricardo Pelaez Linares,México,,14 de marzo de 1963,Delantero,9,1998
Ricardo Pereira,Portugal,1.75 m,6 de octubre de 1993,Defensor,15,2018
Ricardo Quaresma,Portugal,1.75 m,26 de septiembre de 1983,Delantero,20,2018
Ricardo Rocha,Brasil,,11 de septiembre de 1962,Defensor,"19, 3","1990, 1994"
Ricardo Rodriguez,Suiza,1.80 m,25 de agosto de 1992,Defensor,13,"2014, 2018, 2022"
Ricardo Rojas,Paraguay,,26 de enero de 1971,Defensor,14,1998
Ricardo Tavarelli,Paraguay,1.82 m,2 de agosto de 1970,Arquero,22,2002
Ricardo Villa,Argentina,,18 de agosto de 1952,Mediocampista,22,1978
Ricardo Zamora,España,,21 de enero de 1901,Arquero,-,1934
Riccardo Carapellese,Italia,,1 de julio de 1922,Delantero,-,1950
Riccardo Ferri,Italia,,20 de agosto de 1963,Defensor,6,1990
Riccardo Montolivo,Italia,1.81 m,18 de enero de 1985,Mediocampista,22,2010
Richard Duerr,Suiza,,1 de diciembre de 1938,Mediocampista,"16, 6","1962, 1966"
Richard Dunne,Irlanda,1.87 m,21 de septiembre de 1979,Defensor,15,2002
Richard Garcia,Australia,1.80 m,4 de septiembre de 1981,Delantero,19,2010
Richard Gough,Escocia,,5 de abril de 1962,Defensor,"2, 4","1986, 1990"
Richard Herrmann,Alemania Occidental,,28 de enero de 1923,Delantero,17,1954
Richard Kingson,Ghana,1.82 m,13 de junio de 1978,Arquero,22,"2006, 2010"
Richard Morales,Uruguay,1.97 m,21 de febrero de 1975,Delantero,18,2002
Richard Wilson,Nueva Zelanda,,8 de mayo de 1956,Arquero,1,1982
Richard Witschge,Paises Bajos,,20 de septiembre de 1969,Mediocampista,11,1990
Richarlison,Brasil,1.84 m,10 de mayo de 1997,Delantero,9,2022
Richart Baez,Paraguay,1.80 m,31 de julio de 1973,Delantero,7,2002
Richie Laryea,Canadá,1.75 m,7 de enero de 1995,Defensor,22,2022
Richmond Forson,Togo,1.80 m,23 de mayo de 1980,Delantero,13,2006
Ricki Herbert,Nueva Zelanda,,10 de abril de 1961,Defensor,3,1982
Rickie Lambert,Inglaterra,1.87 m,16 de febrero de 1982,Delantero,18,2014
Ridha Ellouz,Túnez,,27 de abril de 1953,Defensor,17,1978
Rigobert Song,Camerún,1.85 m,1 de julio de 1976,Defensor,"3, 4","1994, 1998, 2002, 2010"
Rigoberto Cisneros,México,,15 de agosto de 1953,Defensor,13,1978
Rik Coppens,Bélgica,,29 de abril de 1930,Delantero,9,1954
Rildo,Brasil,,23 de enero de 1942,Defensor,9,1966
Riley McGree,Australia,1.78 m,2 de noviembre de 1998,Mediocampista,14,2022
Rinat Dassayev,URSS,,13 de junio de 1957,Arquero,1,"1982, 1986, 1990"
Rino Ferrario,Italia,,7 de diciembre de 1926,Mediocampista,16,1954
Rinus Israel,Paises Bajos,,19 de marzo de 1942,Defensor,5,1974
Rio Ferdinand,Inglaterra,1.88 m,7 de noviembre de 1978,Defensor,"21, 5","1998, 2002, 2006, 2010"
Rio Mavuba,Francia,1.71 m,6 de marzo de 1984,Mediocampista,12,2014
Ritsu Doan,Japón,1.72 m,16 de junio de 1998,Mediocampista,8,2022
Rivaldo,Brasil,1.86 m,19 de abril de 1972,Mediocampista,10,"1998, 2002"
Rivelino,Brasil,,1 de enero de 1946,Mediocampista,"11, 10","1970, 1974, 1978"
Riyad Mahrez,Argelia,1.79 m,21 de febrero de 1991,Delantero,21,2014
Riyadh Sharahili,Arabia Saudita,1.84 m,28 de abril de 1993,Mediocampista,26,2022
Rizah Meskovic,Yugoslavia,,10 de agosto de 1947,Arquero,22,1974
Roald Amundsen,Noruega,,1 de junio de 1903,Defensor,-,1938
Roan Wilson,Costa Rica,1.84 m,1 de mayo de 2002,Mediocampista,24,2022
Roar Strand,Noruega,,2 de febrero de 1970,Mediocampista,"19, 22","1994, 1998"
Rob Rensenbrink,Paises Bajos,,3 de julio de 1947,Delantero,"15, 12","1974, 1978"
Rob Witschge,Paises Bajos,,22 de agosto de 1966,Mediocampista,5,1994
Robbie Findley,Estados Unidos,1.75 m,4 de agosto de 1985,Delantero,20,2010
Robbie Fowler,Inglaterra,1.76 m,9 de abril de 1975,Delantero,9,2002
Robbie Keane,Irlanda,1.76 m,8 de julio de 1980,Delantero,10,2002
Robbie Kruse,Australia,1.79 m,5 de octubre de 1988,Delantero,10,2018
Robert Almond,Nueva Zelanda,,16 de abril de 1951,Defensor,6,1982
Robert Arboleda,Ecuador,1.89 m,22 de octubre de 1991,Defensor,4,2022
Robert Ballaman,Suiza,,21 de junio de 1926,Delantero,16,1954
Robert Braet,Bélgica,,11 de febrero de 1912,Arquero,-,1938
Robert Budzynski,Francia,,21 de mayo de 1940,Defensor,6,1966
Robert Defosse,Francia,,16 de junio de 1909,Arquero,-,1934
Robert Dienst,Austria,,1 de marzo de 1928,Delantero,19,"1954, 1958"
Robert Earle,Jamaica,,27 de enero de 1965,Mediocampista,16,1998
Robert Fleck,Escocia,,11 de agosto de 1965,Delantero,21,1990
Robert Gadocha,Polonia,,10 de enero de 1946,Delantero,18,1974
Robert Green,Inglaterra,1.87 m,18 de enero de 1980,Arquero,12,2010
Robert Gumny,Polonia,1.82 m,4 de junio de 1998,Defensor,25,2022
Robert Herbin,Francia,,30 de marzo de 1939,Mediocampista,16,1966
Robert Hosp,Suiza,,13 de diciembre de 1939,Delantero,10,1966
Robert Huth,Alemania,1.91 m,18 de agosto de 1984,Defensor,4,2006
Robert Jarni,Yugoslavia,1.80 m,26 de octubre de 1968,"Defensor, Mediocampista",17,"1990, 1998, 2002"
Robert Johnstone,Escocia,,7 de septiembre de 1929,Delantero,15,1954
Robert Jonquet,Francia,,3 de mayo de 1925,"Defensor, Mediocampista",10,"1954, 1958"
Robert Koerner,Austria,,21 de agosto de 1924,Delantero,7,1954
Robert Koren,Eslovenia,1.73 m,20 de septiembre de 1980,Mediocampista,8,2010
Robert Kovac,Croacia,1.82 m,6 de abril de 1974,Defensor,"21, 4","2002, 2006"
Robert Lamoot,Bélgica,,18 de marzo de 1911,Delantero,-,1934
Robert Lee,Inglaterra,,1 de febrero de 1966,Mediocampista,17,1998
Robert Lewandowski,Polonia,1.85 m,21 de agosto de 1988,Delantero,9,"2018, 2022"
Robert Maertens,Bélgica,,24 de enero de 1930,Mediocampista,20,1954
Robert Malm,Togo,1.79 m,21 de agosto de 1973,Delantero,11,2006
Robert Mouynet,Francia,,25 de marzo de 1930,Defensor,7,1958
Robert Paverick,Bélgica,,29 de noviembre de 1912,Defensor,-,1938
Robert Pecl,Austria,,15 de noviembre de 1965,Defensor,3,1990
Robert Pires,Francia,1.80 m,29 de octubre de 1973,Mediocampista,11,1998
Robert Prosinecki,Yugoslavia,1.82 m,12 de enero de 1969,Mediocampista,"15, 8","1990, 1998, 2002"
Robert Sadowsky,Rumania,,16 de agosto de 1914,Arquero,-,1938
Robert Sánchez,España,1.97 m,18 de noviembre de 1997,Arquero,1,2022
Robert Sara,Austria,,9 de junio de 1946,Defensor,2,1978
Robert Skov,Dinamarca,1.83 m,20 de mayo de 1996,Mediocampista,24,2022
Robert Van Kerckhoven,Bélgica,,1 de enero de 1924,Mediocampista,14,1954
Robert Vittek,Eslovaquia,1.88 m,1 de abril de 1982,Delantero,11,2010
Roberto,España,,5 de julio de 1962,Mediocampista,15,1990
Roberto,Brasil,,31 de julio de 1944,Delantero,13,1970
Roberto,Brasil,,20 de junio de 1912,Delantero,-,1938
Roberto Abbondanzieri,Argentina,1.86 m,19 de agosto de 1972,Arquero,1,2006
Roberto Acuña,Paraguay,1.75 m,25 de marzo de 1972,Mediocampista,10,"1998, 2002, 2006"
Roberto Alvarado,México,1.76 m,7 de septiembre de 1998,Mediocampista,25,2022
Roberto Anzolin,Italia,,18 de abril de 1938,Arquero,2,1966
Roberto Ayala,Argentina,1.77 m,14 de abril de 1973,Defensor,2,"1998, 2002, 2006"
Roberto Baggio,Italia,1.74 m,18 de febrero de 1967,Delantero,"15, 10, 18","1990, 1994, 1998"
Roberto Bailey,Honduras,,10 de agosto de 1952,Mediocampista,16,1982
Roberto Bettega,Italia,,27 de diciembre de 1950,Delantero,18,1978
Roberto Bonano,Argentina,1.86 m,24 de enero de 1970,Arquero,23,2002
Roberto Boninsegna,Italia,,13 de noviembre de 1943,Delantero,20,"1970, 1974"
Roberto Cabañas,Paraguay,,11 de abril de 1961,Delantero,9,1986
Roberto Capparelli,Bolivia,,18 de noviembre de 1921,Delantero,-,1950
Roberto Carlos,Brasil,1.68 m,10 de abril de 1973,Defensor,6,"1998, 2002, 2006"
Roberto Cerro,Argentina,,23 de febrero de 1907,Delantero,-,1930
Roberto Challe,Perú,,24 de noviembre de 1946,Mediocampista,7,1970
Roberto Cortes,Chile,,2 de febrero de 1905,Arquero,-,1930
Roberto Di Matteo,Italia,,29 de mayo de 1970,Mediocampista,16,1998
Roberto Dinamite,Brasil,,13 de abril de 1954,Delantero,20,"1978, 1982"
Roberto Donadoni,Italia,,9 de septiembre de 1963,Mediocampista,"17, 16","1990, 1994"
Roberto Fernandez,Paraguay,,9 de julio de 1954,Arquero,1,1986
Roberto Firmino,Brasil,1.80 m,2 de octubre de 1991,Delantero,20,2018
Roberto Frigerio,Suiza,,16 de noviembre de 1938,Delantero,22,1962
Roberto Gayon,México,,1 de enero de 1905,Delantero,-,1930
Roberto Hodge,Chile,,30 de julio de 1944,Mediocampista,10,1966
Roberto Iraneta,Argentina,,21 de marzo de 1915,Delantero,-,1934
Roberto Leopardi,Uruguay,,19 de julio de 1933,Mediocampista,6,1954
Roberto Mancini,Italia,,27 de noviembre de 1964,Delantero,18,1990
Roberto Matosas,Uruguay,,11 de mayo de 1940,Defensor,3,1970
Roberto Mosquera,Perú,,21 de junio de 1956,Delantero,12,1978
Roberto Mussi,Italia,,25 de agosto de 1963,Defensor,8,1994
Roberto Perfumo,Argentina,,3 de octubre de 1942,Defensor,"4, 14","1966, 1974"
Roberto Rivas,El Salvador,,17 de julio de 1941,Defensor,2,1970
Roberto Rojas,Perú,,26 de octubre de 1955,Defensor,22,1978
Roberto Rosato,Italia,,18 de agosto de 1943,Defensor,"21, 8","1966, 1970"
Roberto Sensini,Argentina,1.78 m,12 de octubre de 1966,Defensor,"17, 4, 6","1990, 1994, 1998"
Roberto Sosa,Uruguay,,14 de junio de 1935,Arquero,"1, 12","1962, 1966"
Roberto Telch,Argentina,,6 de noviembre de 1943,Mediocampista,18,1974
